Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
20.0,6,64.0,178557.0029799915,0.0,0.0,0.68,0.32,0.32,0.0,0.0,32,0,0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.609989166259766E-6,100,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,18929.073021030777,0.0,0.0,0.55,0.45,0.45,0.0,0.0,45,0,0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.282878875732422E-5,100,0.0,DDOS-PSHACK_FLOOD
8.32,17,63.39,29481.296127082307,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,6014,60,74,60.14,1.3999999999999997,60.14,3.392934799194336E-5,100,1.9599999999999984,DDOS-UDP_FLOOD
20.0,6,64.0,31230.856291883843,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.2019615173339846E-5,100,0.0,DDOS-PSHACK_FLOOD
20.0,6,63.79,30497.37511815604,0.0,0.97,0.02,0.01,0.01,0.0,0.0,1,97,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6085,60,145,60.85,8.5,60.85,3.278970718383789E-5,100,72.25,DDOS-SYN_FLOOD
20.0,6,64.0,33046.8326504885,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.0260086059570316E-5,100,0.0,DDOS-RSTFINFLOOD
19.88,6,64.0,16297.419956481192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6285,60,345,62.85,28.49999999999997,62.85,6.135940551757813E-5,100,812.2499999999986,DDOS-TCP_FLOOD
0.0,1,64.0,29797.556123898838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.35693359375E-5,100,0.0,DDOS-ICMP_FLOOD
8.0,17,64.0,29289.832402234635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.414154052734375E-5,100,0.0,DOS-UDP_FLOOD
20.0,6,64.0,42551.52683372223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.351045608520508E-5,100,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,36086.242794459264,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.772092819213867E-5,100,0.0,DDOS-PSHACK_FLOOD
0.0,1,64.0,27255.20826564429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.669977188110352E-5,100,0.0,DDOS-ICMP_FLOOD
8.0,17,64.0,15624.73550886604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.40106201171875E-5,100,0.0,DDOS-UDP_FLOOD
19.88,6,64.64,15961.883015564945,0.0,0.0,0.01,0.98,0.98,0.0,0.0,98,0,0,1,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6042,60,102,60.42,4.2,60.42,6.267070770263672E-5,100,17.64,DDOS-PSHACK_FLOOD
20.0,6,64.0,39684.96546503926,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.5207996368408204E-5,100,0.0,DDOS-PSHACK_FLOOD
0.0,47,64.0,13097.785966336696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,7.699966430664062E-5,100,0.0,MIRAI-GREETH_FLOOD
20.0,6,64.0,23563.505617977527,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.2448043823242186E-5,100,0.0,DDOS-SYN_FLOOD
8.0,17,64.0,41445.69169960474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.4139881134033203E-5,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,22847.28183898028,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.378080368041992E-5,100,0.0,DDOS-RSTFINFLOOD
20.0,6,65.91,15039.816408491108,0.0,0.0,0.01,0.99,1.0,0.0,0.0,100,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.650209426879883E-5,100,0.0,DDOS-PSHACK_FLOOD
19.88,6,64.58,8877.773309344904,0.0,0.0,0.0,0.99,0.99,0.0,0.0,99,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6045,60,105,60.45,4.500000000000006,60.45,1.126503944396E-4,100,20.250000000000053,DDOS-PSHACK_FLOOD
0.0,1,64.0,16074.441421070786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.222009658813477E-5,100,0.0,DDOS-ICMP_FLOOD
8.0,17,64.0,20400.311284046693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,16200,162,162,162.0,0.0,162.0,4.937887191772461E-5,100,0.0,DOS-UDP_FLOOD
0.0,1,64.0,39169.816959282776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.5539398193359376E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,32625.264467952707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.065109252929688E-5,100,0.0,DDOS-TCP_FLOOD
0.0,1,64.0,5613.211637804127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.781606674194E-4,100,0.0,DDOS-ICMP_FLOOD
20.12,6,63.96,17295.38575728836,0.99,0.0,0.99,0.0,0.01,0.0,0.0,1,0,99,99,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6006,60,66,60.06,0.5999999999999995,60.06,5.782842636108399E-5,100,0.3599999999999995,DDOS-RSTFINFLOOD
26.8,6,50.6,381.5917609811128,0.0,0.7,0.1,0.1,0.4,0.0,0.0,4,7,0,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,822,60,262,82.2,63.33999964915973,82.2,0.0026206970214843,10,4011.9555555555535,RECON-PORTSCAN
0.0,47,64.0,1556.466624114949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0,1.0,59198,590,592,591.98,0.1999999999999996,591.98,6.424903869628E-4,100,0.0399999999999998,MIRAI-GREETH_FLOOD
19.8,6,63.36,27623.1822971549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,3.620147705078125E-5,100,0.0,DOS-TCP_FLOOD
20.0,6,64.0,34258.7927795475,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.919912338256836E-5,100,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,23804.22247446084,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.45103645324707E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,34072.3314378554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.9358863830566406E-5,100,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,27308.44456019272,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.6618709564208985E-5,100,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,41805.08322535633,0.0,0.0,0.19,0.81,0.81,0.0,0.0,81,0,0,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.393007278442383E-5,100,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,9423.284655133675,0.0,0.99,0.01,0.0,0.01,0.0,0.0,1,99,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.061296463012E-4,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,25987.013630731104,0.0,0.98,0.02,0.0,0.0,0.0,0.0,0,98,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.848075866699219E-5,100,0.0,DOS-SYN_FLOOD
20.0,6,64.0,18556.404017165863,0.0,0.88,0.12,0.0,0.0,0.0,0.0,0,88,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.421161651611328E-5,100,0.0,DOS-SYN_FLOOD
20.0,6,64.0,38022.88097180673,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.629995346069336E-5,100,0.0,DDOS-SYN_FLOOD
20.24,6,64.24,7277.987159465556,0.01,0.96,0.0,0.01,0.03,0.0,0.0,3,96,1,0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6419,60,441,64.19,38.15881088929319,64.19,1.37710571289E-4,100,1456.0948484848404,DDOS-SYN_FLOOD
8.0,17,64.0,16209.870531400966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.16908073425293E-5,100,0.0,DOS-UDP_FLOOD
8.0,17,64.0,17568.501298483705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18200,182,182,182.0,0.0,182.0,5.692958831787109E-5,100,0.0,DOS-UDP_FLOOD
8.0,17,61.6,2942.9581813078867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1452,94,350,145.2,107.9390774670807,145.2,3.39913368225E-4,10,11650.844444444449,DNS_SPOOFING
20.0,6,64.0,20828.84242935889,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.801034927368164E-5,100,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,32446.07410845517,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.082990646362305E-5,100,0.0,DDOS-RSTFINFLOOD
19.8,6,63.36,7999.96948253829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,1.250004768371E-4,100,0.0,DDOS-TCP_FLOOD
8.0,17,64.0,34399.27827441975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.907037734985352E-5,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,7963.666742614111,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.255702972412E-4,100,0.0,DDOS-PSHACK_FLOOD
8.0,17,64.0,29129.13396763664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.4329891204833987E-5,100,0.0,DOS-UDP_FLOOD
0.0,47,64.0,2493.136940214225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,4.049706459045E-4,100,0.0,MIRAI-GREETH_FLOOD
0.08,1,65.91,51281.37914170436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.0,1.0,1.0,6021,60,81,60.21,2.100000000000001,60.21,1.950979232788086E-5,100,4.410000000000005,DDOS-ICMP_FLOOD
8.36,17,64.0,13406.757231900272,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,6018,60,78,60.18,1.7999999999999994,60.18,7.458925247192383E-5,100,3.239999999999997,DDOS-UDP_FLOOD
20.0,6,64.0,41701.1731954663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.398014068603516E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
21.76,6,64.0,19246.10654797412,0.0,1.0,0.0,0.0,0.44,0.0,0.0,44,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.446910858154297E-5,100,0.0,DOS-SYN_FLOOD
20.0,6,119.6,2095.999200439758,0.0,0.0,0.0,0.4,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,4586,75,1494,458.6,574.0528818071651,458.6,4.773139953613E-4,10,329536.7111111111,MITM-ARPSPOOFING
20.0,6,64.0,17689.275020032896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.653142929077149E-5,100,0.0,DDOS-SYN_FLOOD
20.32,6,72.62,742.8095789634006,0.0,0.77,0.0,0.04,0.46,0.0,0.0,46,77,0,0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.84,0.14,0.0,0.01,0.01,0.0,0.99,0.99,8038,60,1478,80.38,143.85147924442114,80.38,0.0013462400436401,100,20693.248080808127,DOS-SYN_FLOOD
20.0,6,64.0,38504.58092352887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.5970935821533205E-5,100,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,34177.83572359844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.925872802734375E-5,100,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,40083.18042813456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.49481201171875E-5,100,0.0,DDOS-TCP_FLOOD
36.36,6,64.0,482.8909648139151,0.12,0.29,0.01,0.08,0.99,0.0,0.0,99,29,12,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10938,60,565,109.38,133.34869456966703,109.38,0.002070870399475,100,17781.874343434345,DDOS-HTTP_FLOOD
22.0,6,58.3,488.5903663579708,0.0,0.8,0.1,0.0,0.1,0.0,0.0,1,8,0,1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,718,60,178,71.8,37.31487638998687,71.8,0.0021190881729125,10,1392.4,VULNERABILITYSCAN
8.0,17,64.0,27473.007139582107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.640890121459961E-5,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,37469.215651241735,0.0,0.0,0.03,0.97,0.97,0.0,0.0,97,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.669811248779297E-5,100,0.0,DDOS-PSHACK_FLOOD
19.76,6,63.56,20734.114390231844,0.0,0.0,0.0,0.97,0.98,0.0,0.0,98,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,6063,60,123,60.63,6.30000000000001,60.63,4.8370361328125E-5,100,39.69000000000012,DDOS-PSHACK_FLOOD
20.0,6,64.0,49730.89874318236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.0108222961425785E-5,100,0.0,DDOS-TCP_FLOOD
8.24,17,63.36,16658.606720152515,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.98,0.0,0.01,0.0,0.0,0.99,0.99,6024,60,74,60.24,1.7122257946068784,60.24,6.004095077514649E-5,100,2.9317171717171564,DDOS-UDP_FLOOD
